personen_literaturId,personenId,literatur
562,3658,"Stökl, Protestantismus, 227/Anm. 38 meint wahrscheinlich ihn. Mittenzwei, Zwischen Gestern und Morgen, 38, 74 (Abschlussbilanz der Handlung Johann Luz), 86 (Luz war Kassierer der lutherischen Gemeinde); Senfelder, Gottesacker, 261; <span>Haemmerle, Hochzeitsbücher, 282, Nr. 3894 (Johann Lutz von Lindau, in Wien); </span><span>Jetztlebende Kauffmannschafft 1. Versuch, 258; </span><span><span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán Csepregi–Julianna Orsós<span style=""font-variant: small-caps;""> (</span><span>Budapest 2021) 686/Anm. 156, 799. </span></span></span></span>"
563,23520,"Stökl, Protestantismus, 228; Jetztlebende Kauffmannschafft 1. Versuch, 257.<br>"
564,8714,"Friess/Grossmann, Steirischer Sensenhammer,&nbsp; bes. 137; Dietz, Frankfurter Handelsgeschichte, 4/1, 266f., 4/2, 744."
565,22492,"Dietz, Frankfurter Handelsgeschichte 4/1, 266f.<br>"
566,26300,"Dietz, Frankfurter Handelsgeschichte 4/1, 270. Friess/Grossmann, Steirischer Sensenhammer, 134. <br>"
567,30275,"
														Zu den Geschäften 
Thurneisens mit steirischen Sensen siehe Friess/Grossmann, Steirischer Sensenhammer, 138."
568,14104,"Christian Meltzern, Historia Schneebergensis renovata. Da ist: Erneuerte Stadt- u. Berg-Chronica Der im Ober-Ertz-Gebürge des belobten Meißens gelegenen Wohl-löbl. Freyen Berg-Stadt Schneeberg (...) (Schneeberg 1716). Mittenzwei, Zwischen Gestern und Morgen, 85 (zur ev. Religion der Coith); Albrecht Ranft, Zur Geschichte der Familie Coith. Ein Beitrag zur Geschichte erzgebirgischer Familien, in: Familiengeschichtliche Blätter. Monatsschrift zur Förderung der Familiengeschichtsforschung 8 (1910) 164-167.<br>"
570,8377,"<span><span>Theodor Schön, Das Geschlecht der Fingerlin, in: Frankfurter 
Blätter für Familiengeschichte 3 (1910) 68-70, 81-84, 97-101, hier 100 
(""Johann Mätthäus"" Fingerlin)</span></span>"
571,24663,"Kollmer, Familie Palm, 45-90.<br>"
572,43805,"Kollmer, Familie Palm, 55 und passim.<br>"
573,43809,"Kollmer, Familie Palm, 55 und passim (Tagebuch 6/Anm. 12).<br>"
574,22880,"Kollmer, Familie Palm, passim; <span>Kröpfel, Protestantismus, Anhang 1, S. 5; </span><span><span><span><span><span><span>Kühnert, Taufbuch, 106; </span></span></span></span></span></span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 685/Anm. 136. </span></span>"
575,30430,"Kollmer, Familie Palm, 60.<br>"
576,43808,"Kollmer, Familie Palm, 43 und passim.<br>"
577,42886,"Budischowsky, Bernhard Falquet; Budischowsky, Puthon; Matis, Manufakturen, 270, 364.<br>"
578,8744,"<span> Budischowsky, Der bürgerliche Handelsmann und Fabrikant Bernhard Falquet, 10; </span><span><span><span><span><span><span>Huchler, Bürgeraufnahmen, 430</span></span></span></span></span>. </span>"
579,43977,"<span> Budischowsky, Die Nachkommen des Georg und der Maria Theresia Passy, 145-147, 154. </span>"
580,43854,"<span><span> Budischowsky, Die Nachkommen des Georg und der Maria Theresia Passy, 146/Anm.9, 154; </span></span><span><span><span>Huchler, Bürgeraufnahmen, 474 (13. Jänner 1720)</span>. </span></span>"
581,43978,"<span><span> Budischowsky, Die Nachkommen des Georg und der Maria Theresia Passy, 154. </span></span>"
582,47568,"Budischowsky, Johann Georg Schuller; Mittenzwei, Zwischen Gestern und Morgen, 38 und passim; <span><span><span><span><span>Huchler, Bürgeraufnahmen, 524</span></span></span></span></span>.<br>"
583,47123,"<span>Budischowsky, Johann Georg Schuller, 12, 16.</span>"
584,47120,"<span><span>Budischowsky, Johann Georg Schuller, 12, 16</span>; Budischowsky, Puthon; Mittenzwei, Zwischen Gestern und Morgen, 38f. (zu seinem Sohn Jean Baptist P.).<br></span>"
585,46291,"Budischowky, Die Edlen von Tschoffen, 175-179, 187; Mittenzwei, Zwischen Gestern und Morgen, 81 und passim (dort als Protestant geführt).<br>"
586,43909,"<span>Budischowky, Die Edlen von Tschoffen, 175/Anm. 10, 187.</span>"
587,9194,"Fischer, Blaue Sensen, 178; Fries, Grossmann, Sensenhammer; Schröckenfux, Sensenwerke."
588,24603,"Wilhelm Günther, Von Ybsbrockern und Ybssamblern zur Ersten Salzburger Gips-Gesellschaft Christian Moldan KG, in: Mitteilungen der Gesellschaft für Salzburger Landeskunde 127 (1987) 5-149, hier 10.<br>"
589,46838,"Mittenzwei, Zwischen Gestern und Morgen, 194f.; <span><span>Huchler, Bürgeraufnahmen, 380.<br></span></span>"
590,46935,"<span>Mittenzwei, Zwischen Gestern und Morgen, 25 (zum Todesjahr) 85 (zur ev. Religion der Coith)</span>"
591,46932,"Mittenzwei, Zwischen Gestern und Morgen, 120; Senfelder, Gottesacker, 260.<br>"
592,46750,"Mittenzwei, Zwischen Gestern und Morgen, 58.<br>"
593,47512,"Mittenzwei, Zwischen Gestern und Morgen, 126 (Familienverbindungen).<br>"
594,10760,"Grunwald, Samuel Oppenheimer, 184-202; Wachstein, Inschriften 2, Nr. 752, 113-119.<br>"
595,42526,"Dickson, Finance 1, 163.<br>"
596,9893,"Weinkamer, Lebzelter, 25.<br>"
597,32545,"<span><span>Senfelder, Gottesacker, 241.</span></span>"
598,16917,"Senfelder, Gottesacker, 222, 244; <span><span></span><span>Haemmerle, Hochzeitsbücher, 258, Nr. 3518.</span></span><br>"
599,7741,"Senfelder, Gottesacker, 251.<br>"
600,1576,"Senfelder, Gottesacker, 257.<br>"
601,1579,"Senfelder, Gottesacker, 257.<br>"
602,47181,"Senfelder, Gottesacker, 257.<br>"
603,47178,"<span>Senfelder, Gottesacker, 257.</span>"
604,8333,"Senfelder, Gottesacker, 258; <span>Kröpfel, Protestantismus, Anhang 1 , S. 6 (Merkantil-Wechselgerichts-Assessor); Zollinger, Kriegsfuß</span>; Zorn, Handels- und Industriegeschichte, 86f.; <span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 685/Anm. 147. </span></span></span>"
605,12189,"Senfelder, Gottesacker, 258; Matis, Manufaktur, 270, dort ""Schubart"", Direktor der Zitz- und Kottonfabrik in Schwechat; Matis, Ansätze der Industrialisierung im Wiener Becken, 125.<br>"
606,10385,"Senfelder, Gottesacker, 259; <span><span><span><span><span><span><span><span><span><span>Haemmerle, Hochzeitsbücher, 273, Nr. 3765; </span></span></span></span></span></span></span></span></span></span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Kühnert, Taufbuch, 106; </span></span></span></span></span></span></span></span></span></span></span></span></span></span></span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 684/Anm. 134. </span></span>"
607,15167,"Senfelder, Gottesacker, 260.<br>"
608,26082,"<span>Paisey, Buchdrucker, S. 143 (Krauss); </span>Senfelder, Gottesacker, 260; Gericke, Wiener Musikalienhandel, 42-48.<br>"
609,3603,"<span><span>Senfelder, Gottesacker, 267; Kaiserlicher (...) Staats= und Stands Calender (...) [1723] (Wien), 243; </span></span><span>Schnabel, Protestanten, 116, Nr. 182 (Artikel zu seinem Vater); Seifert, Stamm=Taffeln (Stammbaum).</span>"
610,26346,"Matis, Manufakturen, 270 (Zaillner von Zeilenthal); Huchler, Bürgeraufnahmen,&nbsp;570.<br>"
611,46887,"Huchler, Bürgeraufnahmen, 453.<br>"
612,47479,"Huchler, Bürgeraufnahmen, 340.<br>"
613,27912,"<div>Huchler, Bürgeraufnahmen, 343.</div><div>Harrer-Lucienfeld, Wien, seiner Häuser, Bd. 2.4, S. 770.<br></div>"
614,43849,"Huchler, Bürgeraufnahmen, 344.<br>"
615,25146,"Huchler, Bürgeraufnahmen, 344.<br>"
616,9136,"<div>Dotter, Italienische Kaufleute, 109f.; Huchler, Bürgeraufnahmen, 344 (16. November 1711); Harrer-Lucienfeld, Wien, seiner Häuser, Bd. 2.2, S. 251.</div><br>"
617,15544,"Huchler, Bürgeraufnahmen, 346.<br>"
618,8423,"Huchler, Bürgeraufnahmen, 348.<br>"
619,43881,"Huchler, Bürgeraufnamen, 349 (14. März 1718: ""Biwanckho"").<br>"
620,44039,"Huchler, Bürgeraufnahmen, 350.<br>"
621,43938,"Huchler, Bürgeraufnahmen, 351.<br>"
622,20719,"Huchler, Bürgeraufnahmen, 352.<br>"
623,28337,"Huchler, Bürgeraufnahmen, 354.<br>"
624,8589,"Dotter, Italienische Kaufleute, 112-114; Huchler, Bürgeraufnahmen, 355.<br>"
625,46156,"Huchler, Bürgeraufnahmen, 355 (September 1743).<br>"
626,46127,"Huchler, Bürgeraufnahmen, 355.<br>"
627,30296,"Huchler, Bürgeraufnahmen, 356 (Juni 1732 ""Contary"").<br>"
628,46126,"Huchler, Bürgeraufnahmen, 356 (Februar 1727).<br>"
629,30180,"Huchler, Bürgeraufnahmen, 356 (September 1739 ""Courtini"").<br>"
630,46137,"Huchler, Bürgeraufnahmen, 357.<br>"
631,46159,"Huchler, Bürgeraufnahmen, 357.<br>"
632,8813,"Huchler, Bürgeraufnahmen, 358.<br>"
633,638,"Huchler, Bürgeraufnahmen, 359 (20. März 1719).<br>"
634,8168,"Huchler, Bürgeraufnahmen, 360.<br>"
635,46279,"Huchler, Bürgeraufnahmen, 360.<br>"
636,46271,"Huchler, Bürgeraufnahmen, 361.<br>"
637,10359,"<span>Huchler, Bürgeraufnahmen, 362.<br></span>"
638,37748,"<span>Huchler, Bürgeraufnahmen, 362 (Jänner 1741).<br></span>"
639,46198,"<span>Huchler, Bürgeraufnahmen, 362 (23. Februar 1701: ""Marx/Marius Dietz"")<br></span>"
640,46264,"<span>Huchler, Bürgeraufnahmen, 362 (April 1738).<br></span>"
641,46267,"<span>Huchler, Bürgeraufnahmen, 363 (April 1738).<br></span>"
642,15535,"<span>Huchler, Bürgeraufnahmen, 363.<br></span>"
643,46221,"<span>Huchler, Bürgeraufnahmen, 364.<br></span>"
644,46195,"<span>Huchler, Bürgeraufnahmen, 364.<br></span>"
645,46206,"<span>Huchler, Bürgeraufnahmen, 364 (5. November 1710 ""Dovillar"")<br></span>"
646,46204,"<span>Huchler, Bürgeraufnahmen, 365.<br></span>"
647,46224,"<span>Huchler, Bürgeraufnahmen, 365.<br></span>"
648,8100,"<span>Huchler, Bürgeraufnahmen, 366.<br></span>"
649,46247,"<span>Huchler, Bürgeraufnahmen, 366 (Juni 1732).<br></span>"
650,10173,"<span>Huchler, Bürgeraufnahmen, 366 (Februar 1727).<br></span>"
651,47422,"<span>Huchler, Bürgeraufnahmen, 366.<br></span>"
652,46426,"<span>Huchler, Bürgeraufnahmen, 366.<br></span>"
653,46418,"<span>Huchler, Bürgeraufnahmen, 366.<br></span>"
654,8771,"<span>Huchler, Bürgeraufnahmen, 368.<br></span>"
655,23412,"<span>Huchler, Bürgeraufnahmen, 368; </span><span>Jetztlebende Kauffmannschafft 1. Versuch, 257.</span>"
656,14142,"<span>Huchler, Bürgeraufnahmen, 369 (31. August 1716: ""Ehmann"").<br></span>"
657,46433,"<span>Huchler, Bürgeraufnahmen, 369.<br></span>"
658,46430,"<span>Huchler, Bürgeraufnahmen, 372 (März 1740).<br></span>"
659,46439,"<span>Huchler, Bürgeraufnahmen, 372 (Dezember 1746).<br></span>"
660,24258,"<span>Huchler, Bürgeraufnahmen, 273 (Juni 1732: Vorname nur ""Sebastian"").<br></span>"
661,10250,"Huchler, Bürgeraufnahmen, 369.<br>"
662,40592,"Huchler, Bürgeraufnahmen, 371 (April 1730).<br>"
663,46408,"<span>Huchler, Bürgeraufnahmen, 372 (!).</span>"
664,41690,"<span><span>Huchler, Bürgeraufnahmen, 372.<br></span></span>"
665,14315,"<span><span>Huchler, Bürgeraufnahmen, 372 (Juni 1728).<br></span></span>"
666,47135,"<span><span>Huchler, Bürgeraufnahmen, 373 (März 1738).<br></span></span>"
667,12378,"<span><span>Huchler, Bürgeraufnahmen, 373.<br></span></span>"
668,47148,"<span><span>Huchler, Bürgeraufnahmen, 373.<br></span></span>"
669,47175,"<span><span>Huchler, Bürgeraufnahmen, 373 (Dezember 1748).<br></span></span>"
670,47142,"<span><span>Huchler, Bürgeraufnahmen, 374.<br></span></span>"
671,47089,"<span><span>Huchler, Bürgeraufnahmen, 374.<br></span></span>"
672,43798,"<span><span>Huchler, Bürgeraufnahmen, 375 (""Dominicus Ferari"")<br></span></span>"
673,47150,"<span><span>Huchler, Bürgeraufnahmen, 376.<br></span></span>"
674,47106,"<span><span>Huchler, Bürgeraufnahmen, 382 (Februar 1733).<br></span></span>"
675,43898,"<span><span>Huchler, Bürgeraufnahmen, 376.<br></span></span>"
676,47077,"<span><span>Huchler, Bürgeraufnahmen, 376.<br></span></span>"
677,28972,"<span><span>Huchler, Bürgeraufnahmen, 377.<br></span></span>"
678,47156,"<span><span>Huchler, Bürgeraufnahmen, 377.<br></span></span>"
679,47153,"<span><span>Huchler, Bürgeraufnahmen, 378.<br></span></span>"
680,8410,"<span><span>Huchler, Bürgeraufnahmen, 378 (14. Jänner 1715).<br></span></span>"
681,47113,"<span><span>Huchler, Bürgeraufnahmen, 378.<br></span></span>"
682,1321,"<span><span>Huchler, Bürgeraufnahmen, 380 (13. Juli 1707).<br></span></span>"
683,47137,"<span><span>Huchler, Bürgeraufnahmen, 381.<br></span></span>"
684,47129,"<span><span>Huchler, Bürgeraufnahmen, 381.<br></span></span>"
685,17700,"Huchler, Bürgeraufnahmen, 382.<br>"
686,30269,"<span>Huchler, Bürgeraufnahmen, 382 (Mai 1728).<br></span>"
687,46347,"<span>Huchler, Bürgeraufnahmen, 383.<br></span>"
688,10543,"<span>Huchler, Bürgeraufnahmen, 384.<br></span>"
689,46353,"<span>Huchler, Bürgeraufnahmen, 387.<br></span>"
690,20897,"<span>Huchler, Bürgeraufnahmen, 397 (23. Oktober 1721).<br></span>"
691,46373,"<span>Huchler, Bürgeraufnahmen, 389.<br></span>"
692,46319,"<span>Huchler, Bürgeraufnahmen, 389.<br></span>"
693,46327,"<span>Huchler, Bürgeraufnahmen, 389 (1. Februar 1703).<br></span>"
694,24248,"<span>Huchler, Bürgeraufnahmen, 390.<br></span>"
695,19817,"<span>Huchler, Bürgeraufnahmen, 390 (Februar 1727); Raynaud, Savoyardische Einwanderungen, 87.<br></span>"
696,40477,"<span>Huchler, Bürgeraufnahmen, 391.<br></span>"
697,29568,"<span>Huchler, Bürgeraufnahmen, 391 (""Franz Gräsl"").<br></span>"
698,26080,"<span>Huchler, Bürgeraufnahmen, 394; </span><span>Gericke, Wiener Musikalienhandel, 32 (kein Buchhändler, kein bedeutender Musikalienhändler).<br></span>"
699,24512,"<span>Huchler, Bürgeraufnahmen, 394 (Jänner 1732).<br></span>"
700,46324,"Huchler, Bürgeraufnahmen 394 (3. Juli 1724)<br>"
701,46371,"Huchler, Bürgeraufnahmen, 395.<br>"
702,46343,"<span>Huchler, Bürgeraufnahmen, 395.<br></span>"
703,46362,"<span>Huchler, Bürgeraufnahmen, 396 (Juni 1742, dort als Fleischhacker bezeichnet!).<br></span>"
704,12379,"<span>Huchler, Bürgeraufnahmen, 396.<br></span>"
705,8598,"<span>Huchler, Bürgeraufnahmen, 396.<br></span>"
706,17649,"<span>Huchler, Bürgeraufnahmen, 396 (dort: ""Johann Deo"").<br></span>"
707,42309,"<span>Huchler, Bürgeraufnahmen, 397.<br></span>"
708,46336,"<span>Huchler, Bürgeraufnahmen, 397 (August 1726).<br></span>"
709,46535,"<span>Huchler, Bürgeraufnahmen, 398.<br></span>"
710,46488,"<span>Huchler, Bürgeraufnahmen, 401.<br></span>"
711,10600,"<span>Huchler, Bürgeraufnahmen, 402.<br></span>"
712,46466,"<span>Huchler, Bürgeraufnahmen, 403.<br></span>"
713,23836,"<span>Huchler, Bürgeraufnahmen, 403.<br></span>"
714,46470,"<span>Huchler, Bürgeraufnahmen, 403 (4. Juli 1718).<br></span>"
715,16579,"<span>Huchler, Bürgeraufnahmen, 404.<br></span>"
716,46476,"<span>Huchler, Bürgeraufnahmen, 404.<br></span>"
717,25804,"<span>Huchler, Bürgeraufnahmen, 405 (Dezember 1729).<br></span>"
718,9904,"<span>Huchler, Bürgeraufnahmen, 407.<br></span>"
719,46523,"<span>Huchler, Bürgeraufnahmen, 408.<br></span>"
720,43959,"<span>Huchler, Bürgeraufnahmen, 410.<br></span>"
721,46507,"<span><span>Huchler, Bürgeraufnahmen, 411.</span></span>"
722,46454,"<span><span>Huchler, Bürgeraufnahmen, 412.</span></span>"
723,46463,"<span><span><span>Huchler, Bürgeraufnahmen, 412.<br></span></span></span>"
724,18243,"<span><span><span>Huchler, Bürgeraufnahmen, 413 (28. April 1724).<br></span></span></span>"
725,9868,"<span><span><span>Huchler, Bürgeraufnahmen, 415.<br></span></span></span>"
727,46545,"<span><span><span>Huchler, Bürgeraufnahmen, 415.<br></span></span></span>"
728,14804,"<span><span><span>Huchler, Bürgeraufnahmen, 416.<br></span></span></span>"
729,46500,"<span><span><span>Huchler, Bürgeraufnahmen, 416 (""Joseph"").<br></span></span></span>"
730,46486,"<span><span><span>Huchler, Bürgeraufnahmen, 416.<br></span></span></span>"
731,17713,"<span><span><span>Huchler, Bürgeraufnahmen, 418.<br></span></span></span>"
732,46482,"<span><span><span>Huchler, Bürgeraufnahmen, 418 (Mai 1730).<br></span></span></span>"
733,46515,"<span><span><span>Huchler, Bürgeraufnahmen, 419 (""Ferdinand"").<br></span></span></span>"
734,43871,"<span><span><span>Huchler, Bürgeraufnahmen, 420.<br></span></span></span>"
735,43868,"<span><span><span><span>Huchler, Bürgeraufnahmen, 421 (13. November 1722: Johann Jacob).<br></span></span></span></span>"
736,9468,"<span><span><span><span>Raynaud, Savoyiardische Einwanderungen, 174 (""Genamy, Gauillaume"", Lebensdaten); Huchler, Bürgeraufnahmen, 421 (13. Mai 1719: ""Janamy"").<br></span></span></span></span>"
737,28298,"<span><span><span><span>Huchler, Bürgeraufnahmen, 423 (6. August 1721).<br></span></span></span></span>"
738,8671,"<span><span><span><span>Huchler, Bürgeraufnahmen, 422.<br></span></span></span></span>"
739,43874,"<span><span><span><span>Huchler, Bürgeraufnahmen, 422.<br></span></span></span></span>"
740,43876,"<span><span><span><span>Huchler, Bürgeraufnahmen, 422 (Dezember 1746).<br></span></span></span></span>"
741,43872,"<span><span><span><span>Huchler, Bürgeraufnahmen, 422 (Juni 1731).<br></span></span></span></span>"
742,43179,"<span><span><span><span>Huchler, Bürgeraufnahmen, 424 (26. Mai 1717).<br></span></span></span></span>"
743,8752,"<span><span><span><span>Huchler, Bürgeraufnahmen, 424 (4. August 1725).<br></span></span></span></span>"
744,46140,"<span><span><span><span>Huchler, Bürgeraufnahmen, 425 (Dezember 1728).<br></span></span></span></span>"
745,19640,"<span><span><span><span>Huchler, Bürgeraufnahmen, 426.<br></span></span></span></span>"
746,46116,"<span><span><span><span>Huchler, Bürgeraufnahmen, 426.<br></span></span></span></span>"
747,46125,"<span><span><span><span>Huchler, Bürgeraufnahmen, 427.<br></span></span></span></span>"
748,10267,"<span><span><span><span>Huchler, Bürgeraufnahmen, 427.<br></span></span></span></span>"
749,46113,"<span><span><span><span>Huchler, Bürgeraufnahmen, 428 (März 1749: ""Kiemayr"").<br></span></span></span></span>"
750,46108,"<span><span><span><span>Huchler, Bürgeraufnahmen, 429 (Dezember 1748: ""Kirchner"").<br></span></span></span></span>"
751,9344,"<span><span><span><span>Huchler, Bürgeraufnahmen, 429 (14. März 1711: ""Mathias"").<br></span></span></span></span>"
752,46117,"<span><span><span><span>Huchler, Bürgeraufnahmen, 429.<br></span></span></span></span>"
753,35115,"<span><span><span><span>Huchler, Bürgeraufnahmen, 430.<br></span></span></span></span>"
754,12477,"<span><span><span><span><span>Huchler, Bürgeraufnahmen, 430.<br></span></span></span></span></span>"
755,46131,"<span><span><span><span><span>Huchler, Bürgeraufnahmen, 430 (""Adam Wenzl Kletschko"").<br></span></span></span></span></span>"
756,14080,"<span><span><span><span><span>Huchler, Bürgeraufnahmen, 430.<br></span></span></span></span></span>"
757,46168,<span><span><span><span><span><br></span></span></span></span></span>
758,23514,"<span><span><span><span><span><span>Huchler, Bürgeraufnahmen, 424 (Dezember 1733).<br></span></span></span></span></span></span>"
759,46148,"Huchler, Bürgeraufnahmen, 434.<br>"
760,46128,"Huchler, Bürgeraufnahmen, 434.<br>"
761,46109,"Huchler, Bürgeraufnahmen, 435 (23. April 1725: ""Johann Eberhardt"").<br>"
762,40943,"<span>Huchler, Bürgeraufnahmen, 436.<br></span>"
763,43895,"<span>Huchler, Bürgeraufnahmen, 436.<br></span>"
764,16003,"<span>Huchler, Bürgeraufnahmen, 436.<br></span>"
765,46118,"<span>Huchler, Bürgeraufnahmen, 437.<br></span>"
766,46142,"<span>Huchler, Bürgeraufnahmen, 438.<br></span>"
767,46165,"<span>Huchler, Bürgeraufnahmen, 438 (Dezember 1746).<br></span>"
768,46112,"<span>Huchler, Bürgeraufnahmen, 439.<br></span>"
769,42662,"<span>Huchler, Bürgeraufnahmen, 440.<br></span>"
770,34859,"<span>Huchler, Bürgeraufnahmen, 440.<br></span>"
771,9014,"<span>Huchler, Bürgeraufnahmen, 441.<br></span>"
772,46815,"<span>Huchler, Bürgeraufnahmen, 441.<br></span>"
773,37701,"<span>Huchler, Bürgeraufnahmen, 442.<br></span>"
774,46830,"<span>Huchler, Bürgeraufnahmen, 443 (Februar 1744: ""Sebastian Laußer"").<br></span>"
775,46771,"<span>Huchler, Bürgeraufnahmen, 443.<br></span>"
776,8811,"<span>Huchler, Bürgeraufnahmen, 443 (6. August 1721).<br></span>"
777,11217,"<span>Huchler, Bürgeraufnahmen, 443 (unklar: 1. Futterhändler [6. April 1712], 2. Handelsmann [2. März 1716]).<br></span>"
778,46806,"<span>Huchler, Bürgeraufnahmen, 444.<br></span>"
779,9319,"<span>Huchler, Bürgeraufnahmen, 444.<br></span>"
780,46800,"<span>Huchler, Bürgeraufnahmen, 444.<br></span>"
781,46813,"<span>Huchler, Bürgeraufnahmen, 445 (August 1726).<br></span>"
782,46833,"<span>Huchler, Bürgeraufnahmen, 445 (Juni 1745).<br></span>"
783,25421,"<span>Huchler, Bürgeraufnahmen, 447 (Juli 1730: ""Ludtwig Adam"").<br></span>"
784,18524,"<span>Huchler, Bürgeraufnahmen, 447 (Juli 1730: ""Leopoldt Adam"").<br></span>"
785,26145,"<span>Huchler, Bürgeraufnahmen, 447 (Dezember 1735).<br></span>"
786,8514,"<span>Huchler, Bürgeraufnahmen, 448 (13. November 1722).<br></span>"
787,25095,"<span>Huchler, Bürgeraufnahmen, 448.<br></span>"
788,21313,"<span>Huchler, Bürgeraufnahmen, 449.<br></span>"
789,9093,"<span>Huchler, Bürgeraufnahmen, 451.<br></span>"
790,10730,"Huchler, Bürgeraufnahmen, 451.<br>"
791,46871,"Huchler, Bürgeraufnahmen, 452.<br>"
792,47637,"Huchler, Bürgeraufnahmen, 453.<br>"
793,46893,"<span>Huchler, Bürgeraufnahmen, 454.<br></span>"
794,25004,"Huchler, Bürgeraufnahmen 454 (""Marquetu"").<br>"
795,18974,"<span>Huchler, Bürgeraufnahmen 455 (April 1730: ""Mathesi"").<br></span>"
796,46927,"<span>Huchler, Bürgeraufnahmen, 456 (September 1743).<br></span>"
797,46543,"<span><span>Huchler, Bürgeraufnahmen, 458.<br></span></span>"
798,46729,"<span><span>Huchler, Bürgeraufnahmen, 458 (April 1746).<br></span></span>"
799,9628,"<span><span>Huchler, Bürgeraufnahmen, 456.<br></span></span>"
800,46891,"<span><span>Huchler, Bürgeraufnahmen, 457 (Juli 1729).<br></span></span>"
801,46919,"<span><span>Huchler, Bürgeraufnahmen, 458.<br></span></span>"
802,46922,"<span><span><span><span>Huchler, Bürgeraufnahmen, 459.<br></span></span></span></span>"
803,46880,"<span><span><span><span><span>Huchler, Bürgeraufnahmen, 459.<br></span></span></span></span></span>"
804,9008,"<span><span><span><span><span>Huchler, Bürgeraufnahmen, 459.<br></span></span></span></span></span>"
805,46273,"<span><span><span><span><span>Huchler, Bürgeraufnahmen, 454 (5. November 1710: ""Märkhl"").<br></span></span></span></span></span>"
806,8419,"Huchler, Bürgeraufnahmen, 466.<br>"
807,10641,"<span>Huchler, Bürgeraufnahmen, 466.<br></span>"
808,11956,"<span>Huchler, Bürgeraufnahmen, 467 (Juli 1730).<br></span>"
809,46910,"<span>Huchler, Bürgeraufnahmen, 468.<br></span>"
