ortsId,aschachId,kremsId,ortsname,ortsname_aktuell,katastralgemeinde,ortsteil,nennung,zuordnung,typ,historischeSystematik,namensvar_hist,regionHistorisch,reichskreis,regionAktuell,regionAktuellCode,latitude,longitude,staat_aktuell,staat_aktuell_code,flusssystem,verkehrsanbindung,bemerkungen,bearbeitet
1258,366,,Inn,Inn,,Fraham,2,1,12,1,"von Yhn, von Yhnn, Yhn, Yhnn, Yn, zu Yhn",10,4,8,5,N 48° 18' 0'',E 14° 4' 0'',1,7,28,I. liegt am Planbach -> Innbach -> Donau.,"<p>
	I. als Ortsteil von Fraham ist durch Eintragungen der in den AMP (1706-1740) vorkommenden Personen in den <a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/"" target=""_blank"">Pfarrmatriken von Eferding</a> (&quot;zu Ihn&quot;) eindeutig identifiziert. Siehe z.B. den Eintrag in den Taufregistern zu <a href=""http://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/101%252F06/?pg=78"" target=""_blank"">Paul Griesler, Sohn von Georg Griesler</a>.</p>
",1
1259,367,,Perasdorf,Perasdorf,,,2,1,12,1,"Bührnstorff, Pührastorff, Pürestorff, Pyhrastorff",6,5,2,2,N 48° 57' 0'',E 12° 48' 0'',3,8,1,"P. liegt im Einzugsgebiet der Donau, nordöstlich von Bogen.",,1
1260,370,,Teublitz,Teublitz,,,2,1,12,1,"Deibliz, [Teiblitz/Triblitz?]",48,5,2,2,N 49° 13' 22'',E 12° 5' 14'',3,8,10,T. liegt an der Naab -> Donau.,"<p>
	Die Lesung von &quot;Teiblitz/Triblitz&quot; ist unsicher. Der Ort <a href=""https://de.wikipedia.org/wiki/T%C5%99eb%C3%ADvlice"" target=""_blank"">Triblitz/Třeb&iacute;vlice in B&ouml;hmen</a> ist bez&uuml;glich der Lage zur Donau f&uuml;r Holztransporte jedoch in jedem Fall auszuschlie&szlig;en.</p>
",1
1261,371,,Gessendorf,Gessendorf,,Duggendorf,2,1,12,1,"Gessendorf, Gezendorff, Gossendorf, Gössendorff, Gözendorff",48,5,2,2,N 49° 8' 48'',E 11° 56' 58'',3,8,10,G. liegt an der Naab.,"<p>
	Personen, die auch unter &quot;Duggendorf&quot; aufscheinen und ausschlie&szlig;lich Holz liefern, k&ouml;nnen G. zugeordnet werden.</p>
",1
1262,372,,Brüssel,"Brüssel (dt.), Brussel (niederl.), Bruxelles (franz.)",,,2,1,12,1,Prissl,70,6,30,21,N 50° 51' 1'',E 4° 20' 55'',18,38,153,"B. liegt an der Senne/Zenne -> Dijle -> Rupel -> Schelde.
Die Brabanter Straße, eine bedeutende Fernhandelsverbindung, verband B. mit der Handels- und Messestadt Leipzig.","<p>
	B. war das Zentrum des Herzogtums Brabant. Nach dem Spanischen Erbfolgekrieg (1701-1714) fiel B. mit den s&uuml;dlichen Provinzen der Niederlande an die &ouml;sterreichischen Habsburger (&quot;&Ouml;sterreichische Niederlande&quot;).</p>
",1
1263,375,,Kleinweil,Kleinweil,,Großweil,2,1,12,1,"Clainweill, Klainweill",6,5,2,2,N 47° 41' 2'',E 11° 18' 9'',3,8,11,"K. liegt an der Loisach -> Isar -> Donau.
Die Loisach ist bereits ab Garmisch mit Flößen befahrbar. NEWEKLOWSKY, Schiffahrt, 565f. ",,1
1264,376,,Reuting,,,,2,2,12,1,"Reithing, Reithung, Reitting, Rething, Reuthing, Reutingen",,,2,2,,,3,8,,,"<p>
	Es k&ouml;nnte sich bei <a href=""https://de.wikipedia.org/wiki/Nittenau"" target=""_blank"">R. sowohl um einen OT von Nittenau</a> als auch um den <a href=""https://de.wikipedia.org/wiki/Reiting_(Bernhardswald)"" target=""_blank"">OT &quot;Reiting&quot; von Bernhardswald</a> handeln. R., zwischen Naab und Regen gelegen, geh&ouml;rte zum<a href=""https://upload.wikimedia.org/wikipedia/commons/4/47/Reilly_164.jpg"" target=""_blank""> Herzogtum Pfalz-Neuburg</a>, &quot;Reiting&quot; geh&ouml;rte zum Herzogtum Bayern. Orte namens <a href=""https://www.geonames.org/search.html?q=Reiting&amp;country="" target=""_blank"">&quot;Reiting&quot; in &Ouml;sterreich</a> konnten anhand der Matriken ausgeschlossen werden.</p>
",1
1265,1235,,Maria Scharten,Scharten,,,2,1,12,1,"Maria Scharden, Maria Scharthen, von der Schardtn",10,4,8,5,N 48° 15' 5'',E 14° 2' 7'',1,7,28,M.Sch. liegt am Planbach -> Innbach -> Donau.,"<p>
	M.Sch. scheint in den AMP (1706-1740) fast ausschlie&szlig;lich in Zusammenhang mit Wallfahrten zur <a href=""https://de.wikipedia.org/wiki/Pfarrkirche_Scharten"" target=""_blank"">Kirche Mari&auml; Geburt</a> auf. Um die Wallfahrtskirche entstand der Ort &quot;Scharten&quot;. In der Josephinischen Landesaufnahme ist die Bezeichnung M.Sch. noch deutlich zu erkennen; im Franziszeischen Kataster ist nur noch &quot;Scharten&quot; angegeben.</p>
",1
1267,380,,Regenstauf,Regenstauf,,,2,1,12,1,Regenstauff,48,5,2,2,N 49° 7' 12'',E 12° 7' 49'',3,8,26,R. liegt am Regen -> Donau.,,1
1268,381,,St. Margarethen,,,,2,2,12,1,"[Wirt] zu Margareten, [Wirt] zu S. Margarethen",10,4,8,5,,,1,7,,,"<p>
	St. M. scheint in den AMP (1706-1740) in Zusammenhang mit der Lieferung von (Aschacher) Wein flu&szlig;abw&auml;rts auf. Orte in Nieder&ouml;sterreich sind h&ouml;chst unwahrscheinlich, da man dort ausreichend Wein hatte. Es d&uuml;rfte sich daher um einen Ort in Ober&ouml;sterreich handeln - am ehesten um den Ort &quot;<a href=""https://de.wikipedia.org/wiki/R%C3%B6merberg-Margarethen"" target=""_blank"">Margarethen im Zaubertal</a>&quot;, der sowohl im &auml;u&szlig;ersten Westen von Linz als auch (teilweise) in Leonding liegt. Es gibt dort auch nachweislich ein Wirtshaus, das bereits Anfang des 17. Jahrhunderts bestanden hat. Dieses Gasthaus (<a href=""https://www.wikiwand.com/de/Liste_der_Linzer_Ausflugsgasth%C3%A4user"" target=""_blank"">Donautal</a>) w&uuml;rde heute zu Linz geh&ouml;ren (Obere Donaul&auml;nde 105, St. Margarethen, 4020 Linz).</p>
<p>
	Da keine eindeutig identifizierbare Person angegeben ist und der <a href=""https://de.wikipedia.org/wiki/Schl%C3%BC%C3%9Flberg"" target=""_blank"">OT &quot;Margarethen&quot; von Schl&uuml;&szlig;lberg</a> nicht ausgeschlossen werden kann, bleibt die Zuordnung &quot;nicht-eindeutig identifiziert&quot;.<br />
	<br />
	&nbsp;</p>
",1
1269,382,,Wiesreit,[abgekommen],,[Haibach ob der Donau],2,1,20,8,Wißreith,10,4,8,5,N 48° 25′ 27'',E 13° 51′ 32'',1,7,1,W. lag direkt an der Donau.,"<p>
	W. ist eine abgekommene Ortsbezeichnung bzw. Bezeichnung f&uuml;r eine Liegenschaft am s&uuml;dlichen Donauufer, knapp flu&szlig;aufw&auml;rts von Schl&ouml;gen. Vgl. die Eintragung in der Franzisz&auml;ischen Landesaufnahme und die Nennung in <a href=""https://books.google.at/books?id=Ni5hAAAAcAAJ&amp;newbks=1&amp;newbks_redir=0&amp;printsec=frontcover&amp;dq=RALLY,+Die+Donaureise+von+Regensburg+bis+Linz&amp;hl=de&amp;redir_esc=y#v=onepage&amp;q=Wiesreut&amp;f=false"" target=""_blank"">RALLY, Donaureise, 78</a> (dort: &quot;Wiesreut&quot;). Die historische Lage entspricht heute ca. der Lage des Yachtclubs Schl&ouml;gen.</p>
<p>
	Da die einzige unter W. genannte Person (&quot;Johann Kalbenhofer&quot;) in den AMP (1706-1740) auch unter den Orten &quot;Schl&ouml;gen&quot;, &quot;von der Ranna&quot; und &quot;Freizell&quot; mit identischen G&uuml;tern aufscheint, konnte der gleichnamige Ort W. in Bayern (&quot;Wiesreit im Holzland&quot; als OT von Obertaufkirchen) ausgeschlossen werden.</p>
<p>
	Inwieweit eine Identit&auml;t mit dem Ort W. aus <a href=""https://digi.landesbibliothek.at/viewer/image/AC00925972/537/"" target=""_blank"">SCHIFFMANN, Ortsnamen-Lexikon, 533</a>, besteht, ist unklar.</p>
",1
1270,383,,Wörth (Oberösterreich),,,,2,2,,,"Werth, Wöhrd, Wörht, Wörth, außn Wörth, im Wörth

",10,4,8,5,,,1,7,1,"Bei W. handelt es sich mit großer Wahrscheinlichkeit um das Auengebiet zwischen Feldkirchen an der Donau am linken und Alkoven am rechten Donauufer mit einem Schwerpunkt um ""Goldwörth"".","<p>
	S&auml;mtliche in den AMP (1706-1740) unter W. verzeichneten Personen konnten entweder in den <a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/feldkirchen-an-der-donau/"" target=""_blank"">Matriken von Feldkirchen an der Donau</a> oder <a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/alkoven/"" target=""_blank"">Alkoven</a> nachgewiesen werden. Teilweise auch identisch mit &quot;Goldw&ouml;rth&quot; (siehe dort). Jedoch existierten in diesem Abschnitt der Donau historisch auch zahlreiche weiter Ortsbezeichnungen &quot;W&ouml;rth&quot; wie &quot;Purw&ouml;rth&quot;, &quot;W&ouml;rth bei Eferding&quot; oder &quot;Trattw&ouml;rth&quot; etc.</p>
<p>
	Siehe auch &quot;W&ouml;rth (Bayern/Passau)&quot; und &quot;W&ouml;rth (Ober&ouml;sterreich/Bayern?)&quot;.</p>
<p>
	Zum Verlauf der Donau in diesem Flussabschnitt vor den Regulierungsarbeiten und Verbauungen durch Kraftwerke siehe die historischen Landkarten im Verlgeich zu aktuellen Aufnahmen.</p>
",1
1272,385,,Schaden,Ober- und Unterschaden,,Pupping,2,1,12,1,"am Schaden, am Schadt, Scharn
",10,4,8,5,N 48° 18' 35'',E 14° 2' 45'',1,7,1,Historisch lag Sch. direkt an der Donau bzw. in den Donauauen. Vgl. dazu die Josephinische Landesaufnahme.,"<p>
	Das urspr&uuml;nglich nur als &quot;Schad&quot; bzw. &quot;Schaden&quot; bezeichnete Siedlungsgebiet ist heute in &quot;Ober-&quot; und &quot;Unterschaden&quot; geteilt. Beide OTe geh&ouml;ren zu &quot;Pupping&quot;. Die Koordinaten und kartographischen Verlinkungen orientieren sich an Oberschaden.</p>
<p>
	Auch die abweichende Schreibform &quot;Scharn&quot; bezieht sich eindeutig auf Sch. Alle Familiennamen und fast alle Einzelpersonen konnten in den <a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/"" target=""_blank"">Matriken von Eferding</a> mit der n&auml;heren Ortsbezeichnung &quot;Schaden&quot; nachgewiesen werden.</p>
",1
1273,387,,Gleink,Gleink,,Steyr,2,1,12,1,"Gleinck, [Closter] Gleinck",10,4,8,5,N 48° 4' 0'',E 14° 25' 0'',1,7,20,G. liegt im Einzugsgebiet der Enns -> Donau.,"<p>
	G. scheint in den AMP (1706-1740) nur in Zusammenhang mit dem <a href=""https://de.wikipedia.org/wiki/Benediktinerstift_Gleink"" target=""_blank"">Benediktinerstift G.</a> auf, u.a. auch 1729 bei der &Uuml;berf&uuml;hrung von Reliquien aus Rom nach G.</p>
",1
1274,389,,Weichseldorf,Weichseldorf,,Duggendorf,2,1,12,1,Weixldorff,48,5,2,2,N 49° 8' 9'',E 11° 56' 46'',3,8,10,W. liegt an der Naab -> Donau.,,1
1276,392,,Dürnkrut,Dürnkrut,,,2,1,12,1,Dürnkrutt,1,4,1,1,N 48° 28' 23'',E 16° 51' 2'',1,7,16,D. liegt an der March.,"<p>
	D. scheint in den AMP (1706-1740) in Zusammenhang mit <a href=""http://noeburgen.imareal.sbg.ac.at/result/burgid/306"" target=""_blank"">Schloss D. auf, das sich in Besitz der aus Schottland stammenden Familie Hamilton</a> befunden hat.</p>
",1
1278,394,,Grassäckl,,,,2,2,,,Grassäkhl,,,,,,,,,,,"<p>
	Evtl. eine Form von &quot;Graseck&quot;. Nur eine Nennung in den AMP (1706-1740): &quot;Sebastian Geiger&quot; mit Eisen. Zwei m&ouml;gliche Orte &quot;Graseck&quot; in Ober&ouml;sterreich:</p>
<p>
	1) Liegenschaft &quot;Grassegg&quot; in der Gemeinde Schlierbach (siehe den Katasterpan)</p>
<p>
	2) Liegenschaft &quot;Graseck&quot; in Vorder-Tannbergau, Gemeinde Vorderstoder</p>
<p>
	Siehe dazu SCHIFFMANN, Ortsnamen-Lexikon, 371.</p>
",1
1279,395,,Maria Lanzendorf,Maria-Lanzendorf,,,2,1,12,1,Lanzendorff,1,4,1,1,N 48° 5' 57'',E 16° 25' 11'',1,7,102,M.L. liegt an der Schwechat -> Donau.,"<p>
	M.L. scheint in den AMP (1706-1740) lediglich in Zusammenhang mit dem <a href=""https://de.wikipedia.org/wiki/Wallfahrtskirche_Maria_Lanzendorf#Kalvarienberg"" target=""_blank"">Franziskanerorden</a> auf; die Zuordnung ist daher eindeutig.</p>
",1
1280,397,,Scheppach,Scheppach,,Jettingen-Scheppach,2,1,12,1,"Schebach, Schepau",66,4,2,2,N 48° 24' 24'',E 10° 26' 41'',3,8,72,Sch. liegt im Einzugsgebiet der Mindel -> Donau.,"<p>
	Sch. war Teil der Markgrafschaft Burgau bzw. Vorder&ouml;sterreichs. Siehe dazu K&Ouml;BLER, Historisches Lexikon, 104 (unter &quot;Burgau&quot;).</p>
",1
1281,399,,von der Hofleiten,,,,2,2,,,,,,,,,,,,,,"<p>
	Zu v.d.H. gibt es in den AMP (1706-1740) lediglich einen Eintrag, der sich auf den Transport von Haarlinset durch &quot;Michael Huber&quot; bezieht (1718). Transportrichtung und -gut deuten auf den bayerisch-ober&ouml;sterreichischen Raum, jedoch ist der Name &quot;Michael Huber&quot; sehr unspezifisch. Evtl. k&ouml;nnte es sich um den Ort <a href=""https://de.wikipedia.org/wiki/Stephanskirchen"" target=""_blank"">Hofleiten (am Inn) als OT von Stephanskirchen</a> handeln. Die beiden Ortsnennungen H. in <a href=""https://digi.landesbibliothek.at/viewer/image/AC00925983/516/"" target=""_blank"">SCHIFFMANN, Ortsnamen-Lexikon, 494</a>, konnten anhand der Matriken bis dato nicht best&auml;tigt werden.</p>
<p>
	Die Bezeichnung als &quot;von der Hofleiten&quot; w&uuml;rde auf einen Ort im Umkreis von Aschach schlie&szlig;en lassen.</p>
<p>
	Weiters scheint in den <a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/kirchberg-ob-der-donau/"" target=""_blank"">Matriken von Kirchberg ob der Donau</a> eine Ortsbezeichnung &quot;Hofleiten&quot; auf, die jedoch in den historischen Kartenwerken nicht identifiziert werden konnte. Vgl. z.B. den Eintrag zur Taufe von <a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/kirchberg-ob-der-donau/101%252F02/?pg=62"" target=""_blank"">Joseph Pl&ouml;ckinger (1707)</a>.</p>
",1
1282,400,,Weyreth,,,,2,2,,,"Weyrath, Weyret, Weyreth",,,,,,,,,,,"<p>
	Obwohl es drei <a href=""https://www.geonames.org/search.html?q=Weireth&amp;country="" target=""_blank"">OTe namens &quot;Weireth&quot;</a> im heutigen Ober&ouml;sterreich gibt, d&uuml;rfte es sich doch um eine Namensidentit&auml;t mit &quot;Weidet&quot; (siehe dort) als OT von Feldkirchen an der Donau handeln: 1. konnten alle Personen bzw. Familiennamen in den <a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/feldkirchen-an-der-donau/"" target=""_blank"">Matriken von Feldkirchen an der Donau</a> nachgewiesen werden; 2. scheinen einige Personen in den AMP (1706-1740) sowohl unter W. als auch unter &quot;&#39;Weidet&quot; auf; und 3. scheinen diese Personen auch unter anderen nahen Ortsbezeichnungen bzw. anderen OTen von Feldkirchen an der Donau auf.</p>
<p>
	Zur m&ouml;glichen Namensidentit&auml;t von &quot;Weidet&quot; und &quot;Weiret&quot; siehe auch <a href=""https://digi.landesbibliothek.at/viewer/image/AC00925972/520/LOG_0015/"" target=""_blank"">SCHIFFMANN, Ortsnamen-Lexikon, 516</a>.</p>
",1
1283,401,,Ebenwies,Ebenwies,,Pettendorf,2,1,12,1,"Ebenwisen, Ebenwiss, Ebenwißen, Ewenwis, [Edenwissen, Verschreibung?]",48,5,2,2,N 49° 2' 38'',E 11°59' 30'',3,8,10,E. liegt an der Naab -> Donau.,"<p>
	Google Maps zeigt die <a href=""http://&lt;iframe src=&quot;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1307.6236841958128!2d11.991044300604017!3d49.04391999817091!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x0!2zNDnCsDAyJzM4LjEiTiAxMcKwNTknMzAuMSJF!5e0!3m2!1sde!2sat!4v1573052625054!5m2!1sde!2sat&quot; width=&quot;600&quot; height=&quot;450&quot; frameborder=&quot;0&quot; style=&quot;border:0;&quot; allowfullscreen=&quot;&quot;&gt;&lt;/iframe&gt;"" target=""_blank"">Siedlung an der Naab</a>, gibt daf&uuml;r aber keinen Namen an. Gleiches gilt f&uuml;r GeoNames. Wohl identisch mit &quot;Wiesen&quot; (siehe auch dort).</p>
<p>
	Bez&uuml;glich der Zugeh&ouml;rigkeit von E. zum Herzogtum Pfalz-Neuburg vergleiche den <a href=""https://commons.wikimedia.org/wiki/File:Reilly_164.jpg"" target=""_blank"">Kupferstich von Franz J.J. von Reilly</a>.</p>
<p>
	Zur Lokalisierung von E. siehe auch die Webseite &quot;<a href=""https://s.et4.de/xFcQ"" target=""_blank"">Rund um Pielenhofen</a>&quot;.</p>
",1
1284,402,,Gaishäusel,[abgekommen],,[Niederkappel/Grafenau],2,1,20,8,"Gaisheusln, Gaisheußln",10,4,8,5,N 48° 27' 1'',N 48° 27' 1'',1,7,1,G. liegt/lag an der Donau.,"<p>
	Identisch mit &quot;Donauh&auml;usel&quot; (siehe auch dort). Zur Identit&auml;t mit Donauh&auml;usel und zur Zuordnung zu Ober&ouml;sterreich siehe (unter &quot;Gaish&auml;usel[n]&quot;): <a href=""https://digi.landesbibliothek.at/viewer/image/AC09443188/129/"" target=""_blank"">Topographisches Post-Lexicon (Wien 1861) 109</a>.</p>
<p>
	Historische Einschichte an der Donau zwischen Oberm&uuml;hl und Hofkirchen bzw. gegen&uuml;ber von Inzell. Das Geografikum ist auch eindeutig mit dem Ort &quot;<a href=""https://mapire.eu/de/map/cadastral/?layers=3&amp;bbox=1541962.9919405342%2C6181651.734947906%2C1545591.362126946%2C6182846.063514861"" target=""_blank"">Gashaeusln&quot; im Katasterplan</a> (19. Jahrhundert) zu identifizieren. Zur Lage und Bezeichnung als &quot;Einschichte&quot; siehe auch PETERS, Schiefer, 235, und RALLY, Donaureise, 78.</p>
",1
1285,403,,Flintsbach,Flintsbach am Inn,,,2,1,12,1,"Flinspach, Flinßpach, Flintßpach, ",6,5,2,2,N 47° 43' 32'',E 12° 7' 27'',3,8,2,F. liegt am Inn -> Donau.,,1
1286,405,,Stotzingen,Niederstotzingen,,Niederstotzingen,2,1,12,1,"Stuzingen, Stozing, Stolzing",143,10,9,6,N 48° 32' 28'',E 10° 14' 6'',3,8,117,St. liegt am Schwärzegraben -> Siechenbach -> Brenz -> Donau.,"<p>
	Trotz der stark abweichenden Schreibformen handelt es sich um nur einen Ort, unter welchem immer dieselbe Person (&quot;Joachim Prei&szlig;ing&quot;) in den AMP (1706-1740) genannt wird.</p>
<p>
	Der OT &quot;<a href=""https://www.geonames.org/search.html?q=Stolzing&amp;country="" target=""_blank"">Stolzing</a>&quot; von &quot;Aicha vorm Wald&quot; ist auszuschlie&szlig;en, da kein Hinweis auf eine Familie &quot;Prei&szlig;ing&quot; in den Matriken von Aicha gefunden werden konnte. Au&szlig;erdem scheint &quot;Joachim Prei&szlig;ing&quot; auch unter &quot;Lauingen&quot; in den AMP auf und l&auml;sst seine G&uuml;ter teilweise von Ulmer und Bubesheimer Schiffleuten transportieren.</p>
<p>
	Bez&uuml;glich der Gleichsetzung von St. mit Niederstotzingen und dem Status als Reichsritterschaftlicher Ort siehe K&Ouml;BLER, Historisches Lexikon, 471 (&quot;Niederstotzingen&quot;).</p>
",1
1287,406,,Hauzenberg,Hauzenberg,,,2,1,12,1,Hausstenberg,46,5,2,2,N 48° 38' 58'',E 13° 37' 35'',3,8,159,H. liegt an der Erlau -> Donau.,"<p>
	H. war ein wichtiges <a href=""https://regiowiki.pnp.de/wiki/Hopfen_aus_Hauzenberg"" target=""_blank"">Hopfenanbaugebiet</a>. Dementsprechend finden sich auch viele Hopfenlieferungen in den AMP (1706-1740). Ebenso gab es eine starke Produktion von Rupfen und Leinen. Die Transporte wurden zumeist von Schiffmeistern aus dem nahen &quot;Obernzell&quot; durchgef&uuml;hrt.</p>
",1
1288,407,,Wolfenbüttel,Wolfenbüttel,,,2,1,12,1,Wolffenbittl.en [Hofrat],155,9,27,18,N 52° 9′ 51'',E 10° 32′ 27'',3,8,53,W. liegt an der Oker -> Aller -> Weser.,"<p>
	W. scheint in den AMP (1706-1740) lediglich in Zusammenhang mit der Reise eines Wolfenb&uuml;tteler Hofrats nach Wien auf.</p>
",1
1289,409,,Tyrnau,Trnava,,,2,1,12,1,Diernau in Hungarn,11,,52,51,N 48° 22' 38'',E 17° 35' 14'',10,26,112,T. liegt an der Trnávka -> Dudwaag/Dolný Dudváh -> Waag/Váh/Vág -> Donau.,"<p>
	Eine weitere historische Namensvariante w&auml;re &quot;Tirnau&quot;. Vgl. die Eintr&auml;ge in der GND und OGND.</p>
",1
1290,410,,Stampfing,Stampfing,,Windorf,2,1,12,1,Stämpfing,46,5,2,2,N 48° 37' 2'',E 13° 17' 41'',3,8,1,St. liegt knapp nördlich der Donau.,"<p>
	GeoNames kennt unter St. nur einen Hof bzw. eine &quot;farm&quot;.</p>
",1
1291,411,,Pichl,Pichl bei Wels,,,2,1,12,1,,10,4,8,5,N 48° 11' 6'',E 13° 53' 55'',1,7,28,P. liegt am Innbach -> Donau.,"<p>
	Die Zuordnung ist trotz des h&auml;ufig vorkommenden Namens P. eindeutig, da es sich bei den Nennungen in den AMP (1706-1740) um einen Pfarrort handeln muss. Der genannte Pfarrer, <a href=""https://www.dioezese-linz.at/dl/uMNlJKJKolKNJqx4LKJK/pfarrblatt_115.pdf"" target=""_blank"">Anton Pertot</a>,&nbsp; ist in P. nachweisbar.</p>
",1
1293,414,,Peilstein,Peilstein im Mühlviertel,,,2,1,12,1,"Peylstain, Peystain",10,4,8,5,N 48° 37' 2'',E 13° 53' 42'',1,7,38,P. liegt an der Kleinen Mühl -> Donau.,"<p>
	P. war eine reichsmittelbare Exklave des Hochstifts Passau im Land ob der Enns. Siehe dazu <a href=""https://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur"" target=""_blank"">KNORRING, Passau</a>.</p>
",1
1294,415,,von der Siferein,[abgekommen],,Kirchberg ob der Donau,2,1,9,2,"v. der Safrein, Siferein, von der Siferein, von der Sifrein",10,4,8,5,N 48° 24' 52'',E 13° 55' 54'',1,7,1,S. lag an der Donau.,"<p>
	Bezeichnung eines Donauabschnitts um den Besitz &quot;<a href=""https://mapire.eu/en/map/cadastral/?bbox=1548882.935660564%2C6175910.4380912045%2C1552511.3058469759%2C6177104.76665816&amp;layers=3"" target=""_blank"">Sifereiner</a>&quot; (vgl. den Katasterplan) bzw. &quot;Schiffreiner&quot; . Zur Namensvariante &quot;Schiffreiner&quot; siehe SCHIFFMANN, Ortnsamen-Lexikon, 414. In den AMP (1706-1740) sind auch Mitglieder einer Familie &quot;Sifereiner&quot; nachweisbar.</p>
",1
1295,416,,Tannheim,Tannheim,,,2,1,12,1,Danhaim,107,10,9,6,N 48° 0' 0'',E 10° 5' 0'',3,8,3,T. liegt an der Iller -> Donau.,"<p>
	T. geh&ouml;rte zum Besitz der <a href=""https://de.wikipedia.org/wiki/Reichsabtei_Ochsenhausen"" target=""_blank"">Reichsabtei Ochsenhausen</a>. Siehe auch EGGMANN, Geschichte, 326-343. Siehe auch K&Ouml;BLER, Historisches Lexikon, 701.</p>
",1
1296,417,,Ebenzweier,Ebenzweier,,Altmünster,2,1,12,1,Ebenzweug,10,4,8,5,N 47° 53' 41'',E 13° 45' 33'',1,7,17,E. liegt am Traunsee -> Traun -> Donau.,"<p>
	<a href=""https://de.wikipedia.org/wiki/Schloss_Ebenzweier"" target=""_blank"">Herrschaft und Schloss E.</a> waren im Besitz der <a href=""http://members.kabsi.at/seeau/Encyclopaedia/Besitz/Ansitze-Seeau.htm#Ebenzweier"" target=""_blank"">Familie Seeauer</a>, die auch im M&uuml;hlviertel beg&uuml;tert war. In den AMP (1706-1740) scheinen der Pfleger von E. bzw. seine Witwe auf.</p>
",1
1297,418,,Freyung,Freyung,,,2,1,12,1,"Freying, von der Freying, von der Freyung",46,5,2,2,N 48° 48' 34'',E 13° 32' 51'',3,8,52,"F. liegt am Saußbach, der später die Wolfsteiner Ohe bildet -> Ilz -> Donau. ",,1
1298,421,,Mitterham,[Mitterheim bzw. abgekommen],,[Feldkirchen an der Donau/Weidet],2,1,20,8,"Miderhamb, Mitterhamb",10,4,8,5,N 48° 19' 48'',E 14° 4' 27'',1,7,1,M. lag historisch an einem Seitenarm der Donau (im Augebiet).,"<p>
	Die in den AMP (1706-1740) genannten Personen k&ouml;nnen eindeutig in den Matriken von&nbsp; Feldkirchen an der Donau nachgewiesen werden. Der Ortsname selbst ist abgekommen, dies beschreibt (unter &quot;Mitterheim&quot;) auch SCHIFFMANN, Ortsnamen-Lexikon, 181. Dort auch die Ortsangabe &uuml;ber den Hof &quot;Gerolt&quot; in Weidet, der im Franziszeischen Kataster noch verzeichnet ist (&quot;Gerold&quot;). An diesem orientieren sich auch die Koordinaten (vgl. die historische Landkarte). Heute entspricht die Ortsbezeichnung am ehesten der Lage zwischen Golfclub und Badeteichen in Weidet/Feldkirchen an der Donau.</p>
<p>
	Die beiden Orte M. in Bayern (OT von Bad Aibling bzw. OT von Tettenweis) k&ouml;nnen durch die Matriken ausgeschlossen werden (in beiden Orten gibt es keinerlei Hinweis auf die in den AMP genannten Familien).</p>
",1
1299,423,,Ratzing,Ratzing,,Vilshofen an der Donau,2,1,12,1,Räzing,6,5,2,2,N 48° 36' 27'',E 13° 17' 19'',3,8,1,R. liegt an der Donau.,"<p>
	In GeoNames wird R. lediglich als &quot;farm&quot; gef&uuml;hrt.</p>
",1
1300,424,,Aitrach,Aitrach,,,2,1,12,1,"Eitrach, Eytrach, Neitra, Neiträ, Neutra, Neuträ, Neutrach, Neutrau, Neurtrach",138,10,9,6,N 47° 56' 0'',E 10° 5' 0'',3,8,3,"A. liegt an der Mündung des Flusses Aitrach in die Iller -> Donau. 
Die Fahrzeit von A. nach Ulm mit dem Floss betrug zwischen drei und sechs Stunden. ","<p>
	A. ist zur Herrschaft Marstetten zu z&auml;hlen, die 1566 an die Truchsessen von Waldburg, 1601 an deren Linie Zeil, und 1675 schlie&szlig;lich an Waldburg-Zeil-Wurzach gelangte. Zu Marstetten siehe K&Ouml;BLER, Historisches Lexikon, 415.</p>
<p>
	Das Gebiet um A. war bekannt f&uuml;r den Export von Schnecken, einer beliebten Fastenspeise in den katholischen L&auml;ndern.</p>
",1
1301,425,,Kellnering,Kellnering,,Hartkirchen,2,1,12,1,,10,4,8,5,N 48° 22' 25'',E 14° 0' 40'',1,7,1,K. liegt knapp südlich der Donau.,,1
1302,426,,Hößgang,Hößgang,,Neustadtl an der Donau,2,1,12,1,"Hösgang, Hössgang",1,4,1,1,N 48° 13' 42'',E 14° 52' 48'',1,7,1,H. liegt an der Donau bzw. an einem Seitenarm der Donau im Bereich des Greiner Strudels/Strudengau.,,1
