orte_literaturId,ortsId,literatur
341,376,"Franz SCHRÖCKENFUX, Geschichte der österreichischen Sensenwerke und deren Besitzer, hg. von Franz JOHN (Linz-Achern 1975) 23-334."
342,376,"Alfred MARKS, Das Leinengewerbe und der Leinenhandel im Lande ob der Enns von den Anfängen bis in die Zeit Maria Theresias, in: Jahrbuch des Oberösterreichischen Musealvereins 95 (1950) 169–286."
343,1746,"Friedrich NICOLAI, Beschreibung einer Reise durch Deutschland und die Schweiz im Jahre 1781, Bd. 10 (Berlin-Stettin 1795)."
344,1746,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
345,377,"Friedrich ROSENKRANZ, Die Edelkastanie in Niederösterreich, in: Österreichische Botanische Zeitschrift Jg. 72/Nr. 11–12 (1923) 377–393."
346,381,"Franz SCHRÖCKENFUX, Geschichte der österreichischen Sensenwerke und deren Besitzer, hg. von Franz JOHN (Linz-Achern 1975)."
347,1143,Genealogisches Taschenbuch der freiherrlichen Häuser (Gotha 1849).
348,1757,"Lebensgeschichte des Franz, Frieherrn von der Trenck [...] (Wien 1788)."
349,394,"Heinrich WEIGL, Historisches Ortsnamenbuch von Niederösterreich 3,2 (Wien 1970)."
350,394,"Walter PONGRATZ, Waldviertler Glas, in: Zwischen Weinsberg, Wild und Nebelstein. Bausteine zur Heimatkunde des Hohen Waldviertels, hg. von Franz TRISCHLER (Zwettl 1974) 171-173."
351,1852,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
352,399,"Heinrich WEIGL, Historisches Ortsnamenbuch von Niederösterreich 3,2 (Wien 1970)."
353,1621,"Robert BÜCHNER, Tiroler Wanderhändler. Die Welt der Marktfahrer, Straßenhändler und Hausierer (Innsbruck 2011)."
354,1605,"Wilhelm GÜNTHER, Von Ybsbrockern und Ybssamblern zur Ersten Salzburger Gips-Gesellschaft Christian Moldan KG, in: Mitteilungen der Gesellschaft für Salzburger Landeskunde 127 (1987) 5-149."
355,412,"Franz Gustav Adolph RESSEL, Ausflüge in die sämmtlichen Umgebungen der Kaiserin Elisabeth-Bahn zwischen Wien und St. Pölten in acht Haupt=Touren (Wien 1859)."
356,413,"Peter HITZINGER, Die Reihenfolge der Stadtrichter und Bürgermeister von Laibach, in: Mittheilungen des historischen Vereins für Krain 20 (1865) 119f."
357,413,"Helfried VALENTINITSCH, Das landesfürstliche Quecksilberbergwerk Idria, 1575–1659. Produktion – Technik – rechtliche und soziale Verhältnisse – Betriebsbedarf – Quecksilberhandel (Forschungen zur geschichtlichen Landeskunde der Steiermark 32, Graz 1981)."
358,416,"Berthold BRETHOLZ (Hg.), Codex diplomaticus et epistolaris Moraviae. Urkundensammlung zur Geschichte Mährens 15 (Brünn 1903)."
359,1905,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
360,433,"Hans ROTH, Laufen – die Stadt der Salzachschiffahrt [...], in: Das Salzfass. Heimatkundliche Zeitschrift des Historischen Vereins Rupertiwinkel N.F. 29,1 (1995) 1–24."
361,632,"[Franz Xaver Joseph SCHWEICKHARDT], Darstellung des Erzherzogthums Oesterreich unter der Enns, Bd. 5 (Wien 1840)."
362,1377,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
363,330,"Franz SCHRÖCKENFUX, Geschichte der österreichischen Sensenwerke und deren Besitzer, hg. von Franz JOHN (Linz-Achern 1975)."
364,441,"Ernst HASSE, Geschichte der Leipziger Messen (Leipzig 1885, unveränderter Nachdruck der Originalausgabe Leipzig 1963)."
365,441,"Hartmut ZWAHR–Thomas TOPFSTEDT–Günter BENTELE (Hg.), Leipzigs Messen 1497–1997. Gestaltwandel – Umbrüche – Neubeginn, Teilbd. 1: 1497–1914 (Köln–Weimar–Wien 1999)."
366,441,"Uwe SCHIRMER, Funktion und Stellenwert der Leipziger Messen im 17. und 18. Jahrhundert – Anmerkungen zum Waren-, Geld- und Personenverkehr, in: Bozen im Messenetz Europas (17.–19. Jahrhundert)/Bolzano nel sistema fieristico europeo (secc. XVII–XIX), hg. von Andrea BONOLDI–Markus A. DENZEL (Veröffentlichungen des Südtiroler Landesarchivs/Pubblicazioni dell’Archivio Provincale di Bolzano 24, Bozen 2007) 57–71."
367,441,"Manfred STRAUBE (Hg.), Wirtschaftliche Frequenzen der Leipziger Großen Märkte/Messen. Statistische Zeugnisse aus den Leipziger Stadtrechnungen 1471/72 bis 1814/15 (Quellen und Forschungen zur Geschichte der Stadt Leipzig 9, Leipzig 2015)."
368,1045,"Alfred MARKS, Das Leinengewerbe und der Leinenhandel im Lande ob der Enns von den Anfängen bis in die Zeit Maria Theresias, in: Jahrbuch des Oberösterreichischen Musealvereins 95 (1950) 169–286."
369,1824,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
370,1886,"Franziska JUNGMANN-STADLER, Historischer Atlas von Bayern, Altbayern, Heft 29: Landkreis Vilshofen. Der historische Raum der Landgerichte Vilshofen und Osterhofen (München 1972)."
371,463,"Vladimír SPÁČIL, Art. Littau, in: Böhmen und Mähren, hg. von Joachim BAHLCKE–Winfried EBERHARD–Miloslav POLÍVKA (Handbuch der Historischen Stätten = Kröners Taschenausgabe 329, Stuttgart 1998) 343f."
372,469,"Christof EXNER, Über geologische Aufnahmen beim Bau der Kampkraftwerke (Südliche Böhmische Masse), in: Jahrbuch der Geologischen Bundesanstalt 96 (1953) 217-252, mit Kartenanhängen."
373,1533,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
374,1685,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
375,1390,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
376,474,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
377,1721,Königlich Württembergisches Adreß=Buch auf das Jahr 1806 (Stuttgart 1806).
378,1850,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
379,481,"Andrea SERLES, Metropole und Markt. Die Handelsbeziehungen zwischen Nürnberg und Krems/Donau in der Frühen Neuzeit (Dipl. Arbeit Wien 2013)."
380,1354,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 411f."
381,2182,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
382,1173,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (09.10.2020)."
383,1057,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (09.10.2019)."
384,1124,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (09.10.2020)."
385,1494,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (09.10.2020)."
386,1293,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (09.10.2020)."
387,1216,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (09.10.2020)."
388,804,
389,1178,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (09.10.2020)."
390,817,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (09.10.2020)."
391,24,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (09.10.2020)."
392,392,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (09.10.2020)."
393,503,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (09.10.2020)."
394,500,"Heinrich WEIGL, Historisches Ortsnamenbuch von Niederösterreich 4 (Wien 1972)."
395,502,"Dehio-Handbuch. Die Kunstdenkmäler Österreichs. Niederösterreich südlich der Donau, Teil 1, A bis L (Horn–Wien 2003) 47f. (M. bei Amstetten); ebd. Teil 2, M bis Z, 1345-1348 (M. bei Melk)."
396,502,"Dehio-Handbuch. Die Kunstdenkmäler Österreichs. Wien, X. bis XIX. und XXI bis XXIII. Bezirk (Wien 1996) 696f. (Maurer Pfarrkirche)."
397,502,"Verein für Landeskunde von Niederösterreich (Hg.), Topographie von Niederösterreich 6 (Wien 1909) 251-273."
398,506,"Adolfine TREIBER, Barockes Mäzenatentum und seine wirtschaftliche Grundlage. Gezeigt am Beispiel der Stiftsherrschaft Göttweig unter Abt Gottfried Bessel 1714-1749, in: Jahrbuch für Landeskunde von Niederösterreich 39 (1973) 156-174."
399,1195,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Ergbd. (München-Berlin [1940])."
400,1195,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
401,511,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
402,1655,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
403,1487,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
404,1487,"Franz GÖTZ, Art. Meßkirch, in: Baden-Würtenberg, hg. von Max MILLER (Handbuch der historischen Stätten Deutschlands=Kröners Taschenausgabe 276, Stuttgart 1965) 440f."
405,1565,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
406,515,"Franz FISCHER, Die blauen Sensen. Sozial- und Wirtschaftsgeschichte der Sensenschmiedezunft zu Kirchdorf-Micheldorf bis zur Mitte des 18. Jahrhunderts (Forschungen zur Geschichte Oberösterreichs 9, Linz 1966)."
407,515,"Doris Alice CORRADINI, Handel und Marken des Kirchdorf-Micheldorfer Sensenschmiedehandwerks (Dipl. Arbeit Wien 1999)."
408,1651,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
409,1835,"Jiří FRÖHLICH, Die Glashütten des östlichen Böhmerwaldes. Überblick und neue Erkenntnisse, in: Ostbairische Grenzmarken. Passauer Jahrbuch für Geschichte, Kunst und Volkskunde 36 (1994) 90-94."
410,520,"Johann Christian Gottlieb BERNDT, Wegweiser durch das Sudeten=Gebirge (Breslau 1828)."
411,520,"Adolf SCHMIDL, Rudolph von Jenny's Handbuch für Reisende in dem österreichischen Kaiserstaate Bd. 3 (2. Aufl. Wien 1836)."
412,520,"Bernhard GEISLER, Art. Mittelwalde, in: Schlesien, hg. von Hugo WECZERKA (Handbuch der Historischen Stätten = Kröners Taschenausgabe 316, Stuttgart 1977) 317f."
413,1298,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
414,536,"Franz Christoph KHEVENHILLER(s), Annales Ferdinandei Teil 11 (Leipzig 1726)."
415,1819,"Das Königreich Bayern in seinen alterthümlichen, geschichtlichen, artistischen und malerischen Schönheiten [...], Bd. 3 (München 1854)."
416,1588,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau (München 1978)."
417,1597,"Diethard SCHMID, Historischer Atlas von Bayern, Teil Altbayern, Heft 41: Regensburg I. Das Landgericht Stadtamhof, die Reichsherrschaften Donaustauf und Wörth (München 1976)."
418,1472,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 475."
419,566,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 479."
420,567,"Barbara STAUDINGER, Zur Geschichte der Juden in Niederösterreich 1496-1670/71, in: David. Jüdische Kulturzeitschrift 63 (2004), https://davidkultur.at/artikel/zur-geschichte-der-juden-in-niederosterreich-1496-1670-71."
421,1902,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
422,1387,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
423,1449,"Reinhard H. SEITZ, Art. Obermedlingen, in:  Handbuch der Historischen Stätten. Altbayern und Schwaben, hg. von Hans-Michael KÖRNER-Alois SCHMID (Kröners Taschenausgabe 324, Stuttgart 2006) 598f."
424,1029,"Robert BÜCHNER, Tiroler Wanderhändler. Die Welt der Marktfahrer, Straßenhändler und Hausierer (Innsbruck 2011)."
425,1029,"Ingolf BAUER, Zur Geschichte der Schmelztiegelherstellung in Obernzell, in: Volkstümliche Keramik aus Europa. Zum Gedenken an Paul Stieber (München–Berlin 1976) 13–36."
426,1339,"J.H. SAUER(s), Wegweiser durch Bayern. Ausschließlich des Rheinkreises (Nürnberg 1838)."
427,1810,"Sarah HADRY, Historischer Atlas von Bayern. Schwaben, Reihe I, Heft 18: Neu-Ulm (München 2011)."
428,1454,"Sarah HADRY, Historischer Atlas von Bayern. Schwaben, Reihe I, Heft 18: Neu-Ulm (München 2011)."
429,1368,"Sarah HADRY, Historischer Atlas von Bayern. Schwaben, Reihe I, Heft 18: Neu-Ulm (München 2011)."
430,1474,"SARAH HADRY, Historischer Atlas von Bayern. Schwaben, Reihe I, Heft 18: Neu-Ulm (München 2011)."
431,1230,"Sarah HADRY, Historischer Atlas von Bayern. Schwaben, Reihe I, Heft 18: Neu-Ulm (München 2011)."
432,579,"Ernst NEWEKLOWSKY, Die Schiffahrt und Flößerei im Raume der oberen Donau, Bd. 1 (Schriftenreihe des Institutes für Landeskunde von Oberösterreich 5, Linz 1952)."
433,1194,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 499f."
434,1539,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
435,1149,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
436,586,"Guido LIST, Von der alten Donau, Teil III, in: Alt Wien. Monatsschrift für Wiener Art und Sprache 2 (Nov. 1892-Nov. 1893) 55-59."
437,627,"Guido LIST, Von der alten Donau, Teil III, in: Alt Wien. Monatsschrift für Wiener Art und Sprache 2 (Nov. 1892-Nov. 1893) 55-59."
438,627,"Reginbald MÖHNER, Ein Tourist in Oesterreich während der Schwedenzeit, hg. von Albin CZERNY (Linz 1874)."
439,1776,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
440,523,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
441,1078,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
442,1480,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
443,1787,"Hans KRAWARIK, Siedlungsgeschichte der Pfaffing-Orte in Österreich und Bayern, in: Zeitschrift für Bayerische Landesgeschichte 73/3 (2010) 699-759."
444,1427,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
445,1787,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
446,602,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
447,620,"Otto HECHT, Die k.k. Spiegelfabrik zu Neuhaus in Niederösterreich, 1701 bis 1844. Ein Beitrag zur Geschichte des Merkantilismus (Wien 1909)."
448,1181,"Gerhard IMMLER, Fuggersche Herrschaften, in: Historisches Lexikon Bayerns, http://www.historisches-lexikon-bayerns.de/Lexikon/Fuggersche Herrschaften (2015) (4.01.2021)."
449,640,"Lore SCHRETZENMAYR, Ahnenliste der Geschwister Stade, in: Sudetendeutsche Familienforschung Jg. 24 Bd. V N.F. (1982) 15-74."
450,643,"H.F. BARCHELLI, Handbuch der Geographie und Statistik [...], Bd. 4 (Leipzig 1864)."
451,15,"H.F. BARCHELLI, Handbuch der Geographie und Statistik [...] Bd. 4 (Leipzig 1864)."
452,644,"Hermann KELLENBENZ, Regensburger Fernhandelsbeziehungen in der 2. Hälfte des 17. Jahrhunderts, in: Beiträge zur bayerischen und deutschen Geschichte (Regensburg 1966) 243-253."
453,644,"Georg WITKOWSKI, Von Menschen und Büchern. Erinnerungen 1863-1933 (Leipzig 2003)."
454,649,"Deutscher Inschriftenkatalog 22, Inschriften Enzkreis, Nr. 56 (Renate Neumüllers-Klauser), in: www.inschriften.net, urn:nbn:de:0238-d022h008k0005603."
455,1394,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau (München 1978)."
456,1126,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (03.01.2021)."
457,1049,"Alfred MARKS, Das Leinengewerbe und der Leinenhandel im Lande ob der Enns von den Anfängen bis in die Zeit Maria Theresias, in: Jahrbuch des Oberösterreichischen Musealvereins 95 (1950) 169–286."
458,667,"Richard ANDREE, Nationalitätsverhältnisse und Sprachgrenze in Böhmen (Leipzig 1870)."
459,671,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
460,674,"Henry SIMONSFELD, Der Fondaco dei Tedeschi in Venedig und die deutsch-venetianischen Handelsbeziehungen (Stuttgart 1887)."
461,1181,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
462,1455,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
463,1445,"Ivan STARHA, Art. Raigern, in: Böhmen und Mähren, hg. von Joachim BAHLCKE–Winfried EBERHARD–Miloslav POLÍVKA (Handbuch der Historischen Stätten = Kröners Taschenausgabe 329, Stuttgart 1998) 507f."
464,880,"Hermann BAUM, Bürger-Familien in Buda-Pest und Miskolc [...] (5. Aufl. Norderstedt 2019)."
468,1103,"Peter ANREITER, Frühnennungen der Nord- und Osttiroler Gemeindenamen (von den Anfängen bis 1500), Teil 2: Erhebungen aus Regesten von Archivdokumenten (Wien 2004)."
469,1103,"Beda WEBER, Das Land Tirol. Mit einem Anhange: Vorarlberg. Ein Handbuch für Reisende, Bd. 1 (Innsbruck 1837)."
470,1727,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau. Das Hochstift (München 1978)."
471,685,"Hans KRAFFT-EBING, Familiennamen im ""Maisterbuch"" [...], in: Blätter für Österreichische Familienkunde, Jg. 10, H. 3/4 (1936) 21-23."
472,685,"Paveł NEWERLA, Ratibor als Zentrum der Tabakindustrie, in: Zeszyty Eichendorffa/Eichendorff-Hefte 18 (2007) 26-45."
473,2116,"Julis STRNAD, Versuch einer Geschichte der passauischen Herrschaft im oberen Mühlviertel [...] (o.O. 1860)."
474,2116,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
475,2116,"Joseph von HORMAYR, Statistik des kursalzburgischen Antheils von Passau, in: Historisch-statistisches Archiv für Süddeutschland (1807) 55-60."
476,1097,"Julis STRNAD, Versuch einer Geschichte der passauischen Herrschaft im oberen Mühlviertel [...] (o.O. 1860)."
477,1097,"Joseph von HORMAYR, Statistik des kursalzburgischen Antheils von Passau, in: Historisch-statistisches Archiv für Süddeutschland (1807) 55-60."
478,1125,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
479,1125,"Julis STRNAD, Versuch einer Geschichte der passauischen Herrschaft im oberen Mühlviertel [...] (o.O. 1860)."
480,1125,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
481,1125,"Joseph von HORMAYR, Statistik des kursalzburgischen Antheils von Passau, in: Historisch-statistisches Archiv für Süddeutschland (1807) 55-60."
482,1166,"Julis STRNAD, Versuch einer Geschichte der passauischen Herrschaft im oberen Mühlviertel [...] (o.O. 1860)."
483,1166,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
484,1166,"Joseph von HORMAYR, Statistik des kursalzburgischen Antheils von Passau, in: Historisch-statistisches Archiv für Süddeutschland (1807) 55-60."
485,1205,"Julis STRNAD, Versuch einer Geschichte der passauischen Herrschaft im oberen Mühlviertel [...] (o.O. 1860)."
486,1205,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
487,1205,"Joseph von HORMAYR, Statistik des kursalzburgischen Antheils von Passau, in: Historisch-statistisches Archiv für Süddeutschland (1807) 55-60."
488,1740,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
489,1740,"Joseph von HORMAYR, Statistik des kursalzburgischen Antheils von Passau, in: Historisch-statistisches Archiv für Süddeutschland (1807) 55-60."
490,1126,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
491,1126,"Julis STRNAD, Versuch einer Geschichte der passauischen Herrschaft im oberen Mühlviertel [...] (o.O. 1860)."
492,1126,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
493,1126,"Joseph von HORMAYR, Statistik des kursalzburgischen Antheils von Passau, in: Historisch-statistisches Archiv für Süddeutschland (1807) 55-60."
494,692,"Johann STIASNY, Adressen-Buch der Handlungen, Fabriken und Gewerbe des Königreichs Böhmen für das Jahr 1861 (Prag 1861)."
495,700,"Hugo WECZERKA, Art. Bad Reinerz, in: Schlesien, hg. von DEMS. (Handbuch der Historischen Stätten = Kröners Taschenausgabe 316, Stuttgart 1977) 12f."
496,1079,"Peter SCHMID, „Regensburg liegt gar schön. Die Gegend musste eine Stadt herlocken“, in: Europäische Städte im Mittelalter, hg. von Ferdinand OPLL–Christoph SONNLECHNER (Innsbruck–Wien–Bozen 2010) 327-350."
497,705,"Otto GOLDMANN, Zur Geschichte des obererzgebirgischen Bauerndorfes Großrückerswalde (Marienberg 1927)."
498,706,"Benedikt PILLWEIN, Geschichte, Geographie und Statistik des Erzherzogthums Oesterreich ob der Enns und des Herzogthums Salzburg, 4. Theil: Der Innkreis (Linz 1833)."
499,724,"Mittheilungen der kaiserlich-königlichen mährisch-schlesischen Gesellschaft zur Beförderung des Ackerbaus, der Natur- und Landeskunde in Brünn, 65. Jg. (1885)."
500,728,"Heinrich WEIGL, Historisches Ortsnamenbuch von Niederösterreich 5 (Wien 1973)."
501,1073,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
502,2144,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
503,1073,"Julis STRNAD, Versuch einer Geschichte der passauischen Herrschaft im oberen Mühlviertel [...] (o.O. 1860)."
504,1073,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
505,1073,"Joseph von HORMAYR, Statistik des kursalzburgischen Antheils von Passau, in: Historisch-statistisches Archiv für Süddeutschland (1807) 55-60."
506,1078,"Ernst NEWEKLOWSKY, Die Schiffahrt und Flößerei im Raume der oberen Donau, Bd. 1 (Schriftenreihe des Institutes für Landeskunde von Oberösterreich 5, Linz 1952)."
507,1607,"Ernst NEWEKLOWSKY, Die Schiffahrt und Flößerei im Raume der oberen Donau, Bd. 1 (Schriftenreihe des Institutes für Landeskunde von Oberösterreich 5, Linz 1952)."
508,1607,"Ernst NEWEKLOWSKY, Die Schiffahrt und Flößerei im Raume der oberen Donau, Bd. 3 (Schriftenreihe des Institutes für Landeskunde von Oberösterreich 16, Linz 1964)."
509,1607,"J.A. SCHULTES; Donau=Fahrten. Ein Handbuch für Reisende auf der Donau, Bd. 2 (Stuttgart-Tübingen 1827)."
510,991,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
511,1912,"Franz PFEFFER, Linzer Fernstraßen. Ein Beitrag zur Verkehrsgeschichte von Linz, in: Jahrbuch der Stadt Linz 1953 (1954) 515-619."
512,1885,"Edmund FRIESS–Karl GROSSMANN, Ein steirischer Sensenhammer im oberen Murtale in der ersten Hälfte des 18. Jahrhunderts, in: Zeitschrift des Historischen Vereines für Steiermark 19 (1924) 126–139."
513,1885,"H(ermann) I(ganz) BIDERMANN, Die Verkehrsbeziehungen der Stadt Leoben zu den westlichen Alpenländern vom 16. bis zum 19. Jahrhunderte (Graz 1873)."
